fold,strategy,test_start,test_end,total_return,cagr,vol,sharpe,mdd,calmar,avg_turnover,mean_ppo_ratio,vix_high_threshold
10,Auto_RollingSharpe,2022-01-01,2022-12-31,-0.043919238174288666,-0.043919238174288666,0.12298392744120035,-0.30877070242956955,-0.1534862641737913,-0.2861444208750775,0.16845351879557854,0.4100802721792698,26.394000244140624
10,Auto_DD_Guard_v1,2022-01-01,2022-12-31,-0.03585117503202484,-0.03585117503202484,0.12172084740619575,-0.24440551286947862,-0.14718578458533205,-0.24357770101935255,0.1800867514722498,0.3775602013833643,26.394000244140624
10,Auto_DD_Guard_v2_Strong,2022-01-01,2022-12-31,-0.03585117503202484,-0.03585117503202484,0.12172084740619575,-0.24440551286947862,-0.14718578458533205,-0.24357770101935255,0.1800867514722498,0.3775602013833643,26.394000244140624
10,Regime_DD_Guard,2022-01-01,2022-12-31,-0.010691911474363658,-0.010691911474363658,0.11304329484369599,-0.04424975861494275,-0.12656723709048412,-0.08447613869235297,0.194128127172573,0.289465871805744,26.394000244140624
10,Turnover_Aware_DD_Guard,2022-01-01,2022-12-31,-0.03956682089308894,-0.03956682089308894,0.12090381889761939,-0.2786984184724173,-0.1493174912659233,-0.2649845008621487,0.1721801368530718,0.4208439541291182,26.394000244140624
10,Vol_Target_DD_Guard,2022-01-01,2022-12-31,-0.03414375374717171,-0.03414375374717171,0.12182940543029466,-0.2296005082929164,-0.14718578458533205,-0.2319772513586502,0.17741299300761756,0.3728482427086355,26.394000244140624
10,Regime_Tactical,2022-01-01,2022-12-31,-0.019546083148534232,-0.019546083148534232,0.11224149306948984,-0.12540509061162994,-0.13036523071889816,-0.14993325322056728,0.20464280974232144,0.29583333333333334,26.394000244140624
11,PPO_Only,2023-01-01,2023-12-31,0.09594493438463414,0.09594493438463414,0.1216431205807702,0.8104698257771769,-0.05372360433485002,1.7858990581984375,0.36420466978013594,1.0,28.405999755859376
11,A2C_Only,2023-01-01,2023-12-31,0.02046048706938275,0.02046048706938275,0.10958990298184453,0.23459408939640083,-0.07566647309477392,0.2704036045628232,0.3151890641964944,0.0,28.405999755859376
11,Manual_PPO25_A2C75,2023-01-01,2023-12-31,0.04067810331662147,0.04067810331662147,0.09646209243646418,0.4581770647246707,-0.06727501924755275,0.604653908264786,0.28280232912011893,0.25,28.405999755859376
11,Manual_PPO50_A2C50,2023-01-01,2023-12-31,0.06002875938776242,0.06002875938776242,0.09414191815771436,0.6638877047300404,-0.059017455712181865,1.0171356705126786,0.2811875768642755,0.5,28.405999755859376
11,Manual_PPO75_A2C25,2023-01-01,2023-12-31,0.07849901190488984,0.07849901190488984,0.10341686026631816,0.779946886751279,-0.050893541378308704,1.5424159879419757,0.30339790174035686,0.75,28.405999755859376
11,Auto_RollingSharpe,2023-01-01,2023-12-31,0.040760868831841046,0.040760868831841046,0.08708672505097172,0.49958380437215744,-0.0611701115650326,0.6663526972401611,0.2946658242574356,0.5279908996937445,28.405999755859376
